GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance.Holiday,CompanyWeeklyOff,116,0,22,0,3,0,20,0,9,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance.Holiday,WeeklyOffDTO,76,0,14,0,2,0,14,0,7,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance.Holiday,HolidayController,38,0,0,0,11,0,6,0,6,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance.Holiday,WeeklyOffUtil,35,0,4,0,12,0,4,0,2,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance.Holiday,CompanyWeeklyOffController,39,0,0,0,12,0,3,0,3,0
JWT-with-Spring-Security,com.spring.jwt.FarmerSelfieEmployeeFarmerSurvey,FarmerSelfieResponseDTO,237,0,46,0,6,0,38,0,15,0
JWT-with-Spring-Security,com.spring.jwt.FarmerSelfieEmployeeFarmerSurvey,FarmerSelfieEmployeeFarmerSurveyServiceImpl,341,0,20,0,80,0,30,0,20,0
JWT-with-Spring-Security,com.spring.jwt.FarmerSelfieEmployeeFarmerSurvey,FarmerSelfieEmployeeFarmerSurveyController,109,0,0,0,23,0,7,0,7,0
JWT-with-Spring-Security,com.spring.jwt.FarmerSelfieEmployeeFarmerSurvey,FarmerSelfieResponseUploadDTO,197,0,38,0,5,0,32,0,13,0
JWT-with-Spring-Security,com.spring.jwt.FarmerSelfieEmployeeFarmerSurvey,FarmerSelfieResponseDTO1,196,0,38,0,5,0,32,0,13,0
JWT-with-Spring-Security,com.spring.jwt.ProductBuyConfirmed,ProductBuyConfirmedDto,643,0,118,0,17,0,93,0,34,0
JWT-with-Spring-Security,com.spring.jwt.utils.EmailVerificationService,EmailVerificationController,36,0,0,0,6,0,3,0,3,0
JWT-with-Spring-Security,com.spring.jwt.utils.EmailVerificationService,EmailVerificationServiceImpl.new Authenticator() {...},16,0,0,0,2,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.utils.EmailVerificationService,EmailVerificationServiceImpl,356,0,18,0,70,0,21,0,12,0
JWT-with-Spring-Security,com.spring.jwt.utils.EmailVerificationService,EmailVerification,69,0,0,0,12,0,19,0,19,0
JWT-with-Spring-Security,com.spring.jwt.utils.EmailVerificationService,OtpUtil,110,0,4,0,25,0,10,0,8,0
JWT-with-Spring-Security,com.spring.jwt.mapper,DocumentResponseMapper,143,0,2,0,49,0,10,0,9,0
JWT-with-Spring-Security,com.spring.jwt.mapper,UserMapper,141,0,10,0,38,0,10,0,5,0
JWT-with-Spring-Security,com.spring.jwt.controller,AuthController,197,0,24,0,48,0,15,0,3,0
JWT-with-Spring-Security,com.spring.jwt.controller,RegistrationController,121,0,4,0,27,0,10,0,8,0
JWT-with-Spring-Security,com.spring.jwt.controller,PasswordResetController,88,0,10,0,20,0,11,0,6,0
JWT-with-Spring-Security,com.spring.jwt.controller,AdminController,341,0,28,0,69,0,24,0,10,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceDayReportDTO,212,0,38,0,7,0,33,0,14,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceAuditService,40,0,0,0,12,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceExcelExporter,94,0,2,0,28,0,3,0,2,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,MonthlyAttendanceSummaryDTO,226,0,18,0,9,0,27,0,18,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,EmployeeAttendanceServiceImpl,821,0,38,0,217,0,46,0,27,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AdminAttendanceOverrideDTO,197,0,38,0,5,0,32,0,13,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,EmployeeAttendanceDTO,357,0,70,0,9,0,56,0,21,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceAuditLog,442,0,86,0,12,0,68,0,25,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,EmployeeMonthlyAttendanceReportDTO,322,0,40,0,11,0,42,0,22,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceScheduler,11,0,0,0,3,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,AttendanceDashboardDTO,140,0,12,0,6,0,18,0,12,0
JWT-with-Spring-Security,com.spring.jwt.EmployeeAttendance,EmployeeAttendanceMapper,81,0,2,0,22,0,4,0,3,0
JWT-with-Spring-Security,com.spring.jwt.utils,HelperUtils,10,0,0,0,2,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.utils,ApiResponse,502,0,66,0,69,0,64,0,31,0
JWT-with-Spring-Security,com.spring.jwt.utils,CacheUtils.CacheNames,3,0,0,0,1,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.utils,DataMaskingUtils,211,0,32,0,50,0,23,0,7,0
JWT-with-Spring-Security,com.spring.jwt.utils,GenericResponseDto,182,0,30,0,8,0,29,0,14,0
JWT-with-Spring-Security,com.spring.jwt.utils,CookieService,135,0,10,0,39,0,13,0,8,0
JWT-with-Spring-Security,com.spring.jwt.utils,ImageOptimizationService,798,0,72,0,169,0,48,0,12,0
JWT-with-Spring-Security,com.spring.jwt.utils,BaseResponseDTO,171,0,30,0,7,0,28,0,13,0
JWT-with-Spring-Security,com.spring.jwt.utils,DecryptionResponseProcessor,241,0,58,0,66,0,35,0,6,0
JWT-with-Spring-Security,com.spring.jwt.utils,EmailService,211,0,4,0,44,0,9,0,7,0
JWT-with-Spring-Security,com.spring.jwt.utils,EmailService.new Authenticator() {...},18,0,0,0,4,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.utils,BaseResponseDTO.BaseResponseDTOBuilder,36,0,0,0,1,0,6,0,6,0
JWT-with-Spring-Security,com.spring.jwt.utils,EncryptionUtil,230,0,28,0,50,0,21,0,7,0
JWT-with-Spring-Security,com.spring.jwt.utils,EncryptionMigrationUtil,63,0,6,0,17,0,7,0,4,0
JWT-with-Spring-Security,com.spring.jwt.utils,StringEncryptConverter,59,0,8,0,19,0,8,0,4,0
JWT-with-Spring-Security,com.spring.jwt.utils,ResponseDto,32,0,0,0,10,0,7,0,7,0
JWT-with-Spring-Security,com.spring.jwt.utils,ApiResponse.ApiResponseBuilder,94,0,2,0,1,0,12,0,11,0
JWT-with-Spring-Security,com.spring.jwt.utils,KeystoreInitializer,301,0,12,0,57,0,11,0,5,0
JWT-with-Spring-Security,com.spring.jwt.utils,SecurityAuditLogger,556,0,32,0,91,0,34,0,18,0
JWT-with-Spring-Security,com.spring.jwt.utils,SecurityUtil,90,0,16,0,22,0,10,0,2,0
JWT-with-Spring-Security,com.spring.jwt.utils,CacheUtils,125,0,8,0,31,0,11,0,7,0
JWT-with-Spring-Security,com.spring.jwt.utils,ErrorResponseDto,209,0,38,0,6,0,32,0,13,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutOrderLine,95,0,0,0,12,0,20,0,20,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutGatewayPayment,147,0,2,0,20,0,31,0,30,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CcAvenueOrderStatusClient,306,0,40,0,69,0,28,0,8,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutOrderStatus,39,0,0,0,7,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutMerchantOrderIds,3,24,0,6,2,7,0,5,0,2
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutReservationStatus,21,0,0,0,4,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutRefund.CheckoutRefundBuilder,95,0,0,0,1,0,12,0,12,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutLineFulfillmentStatus,21,0,0,0,4,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutProperties,203,0,30,0,6,0,30,0,15,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutPaymentEvent.CheckoutPaymentEventBuilder,64,0,0,0,1,0,9,0,9,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutOrder.CheckoutOrderBuilder,236,0,4,0,1,0,27,0,25,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutOrder,264,0,2,0,35,0,53,0,52,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutReservation,87,0,2,0,14,0,19,0,18,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutAdminController,11,0,0,0,3,0,2,0,2,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutController,58,0,4,0,10,0,8,0,6,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutRefundRecordStatus,27,0,0,0,5,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutServiceImpl,1961,0,182,0,435,0,137,0,46,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutPaymentEvent,77,0,2,0,13,0,17,0,16,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutScheduler,18,0,0,0,6,0,4,0,4,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CcAvenueOrderStatusClient.CcAvenueOrderStatusResult,21,0,0,0,1,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutRefund,111,0,2,0,18,0,24,0,23,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutOrderLine.CheckoutOrderLineBuilder,95,0,2,0,1,0,12,0,11,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutReservation.CheckoutReservationBuilder,76,0,0,0,1,0,10,0,10,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutGatewayPayment.CheckoutGatewayPaymentBuilder,130,0,0,0,1,0,16,0,16,0
JWT-with-Spring-Security,com.spring.jwt.checkout,CheckoutGatewayPaymentRecordStatus,27,0,0,0,5,0,1,0,1,0
JWT-with-Spring-Security,com.spring.jwt.jwt.impl,JwtServiceImpl,2161,0,220,0,479,0,144,0,34,0
JWT-with-Spring-Security,com.spring.jwt.jwt.impl,Utf8JwtClaimsSerializer,46,0,2,0,12,0,4,0,3,0
